date,CPI,Mortgage_rate,Unemp_rate,NASDAQ,disposable_income,Personal_consumption_expenditure,personal_savings
4/1/2017,244.193,4.045,4.4,5912.1694736842105263,13869.6,13127.7,7.2
5/1/2017,244.004,4.01,4.4,6124.8781818181818182,13962.6,13128.7,7.8
6/1/2017,244.163,3.904,4.3,6224.2859090909090909,13963.5,13176.8,7.5
7/1/2017,244.243,3.9675,4.3,6294.6740000000000000,13999.9,13198.3,7.6
8/1/2017,245.183,3.88,4.4,6311.3973913043478261,14015.8,13241,7.6
9/1/2017,246.435,3.805,4.3,6428.0790000000000000,14030.9,13365.1,7.3
10/1/2017,246.626,3.895,4.2,6603.0113636363636364,14062.7,13394.8,7.4
11/1/2017,247.284,3.922,4.2,6796.0452380952380952,14078.4,13495.7,7
12/1/2017,247.805,3.95,4.1,6889.7405000000000000,14111.5,13601.8,6.6
1/1/2018,248.743,4.0325,4,7279.4980952380952381,14211.4,13620.1,7.4
2/1/2018,249.439,4.33,4.1,7161.7726315789473684,14250.1,13657.2,7.6
3/1/2018,249.581,4.444,4,7311.5057142857142857,14298.3,13725,7.6
4/1/2018,250.146,4.4675,4,7084.1410952380952381,14329.5,13809.3,7.4
5/1/2018,250.779,4.586,3.8,7339.3273636363636364,14373.2,13872.1,7.5
6/1/2018,251.118,4.57,4,7645.1391428571428571,14416.2,13912.9,7.6
7/1/2018,251.323,4.5275,3.8,7756.8631428571428571,14467,13962.6,7.6
8/1/2018,251.749,4.55,3.8,7892.2323913043478261,14509.6,14014.5,7.6
9/1/2018,252.239,4.6275,3.7,7983.3073684210526316,14498.8,14030.7,7.6
10/1/2018,252.862,4.83,3.8,7527.0833913043478261,14527.7,14119.6,7.4
11/1/2018,252.657,4.866,3.8,7236.0831904761904762,14550.4,14187.8,7.2
12/1/2018,252.551,4.6375,3.9,6814.2923157894736842,14719.3,14050.6,9
1/1/2019,252.47,4.464,4,6979.6549523809523810,14714.3,14104.4,8.7
2/1/2019,253.135,4.37,3.8,7430.0772631578947368,14742.1,14117.9,8.8
3/1/2019,254.273,4.265,3.8,7629.3660476190476190,14732.5,14244.4,8.2
4/1/2019,255.163,4.1425,3.6,7995.0643636363636364,14678,14329.3,7.7
5/1/2019,255.325,4.072,3.6,7804.8208181818181818,14673.5,14372.2,7.4
6/1/2019,255.361,3.8025,3.6,7825.4586500000000000,14686.4,14425.7,7.2
7/1/2019,255.9,3.765,3.7,8205.5987272727272727,14703.7,14487.4,7
8/1/2019,256.179,3.616,3.7,7910.9322272727272727,14777.8,14536.4,7.2
9/1/2019,256.596,3.605,3.5,8087.6999000000000000,14807.9,14564.7,7.3
10/1/2019,257.305,3.688,3.6,8079.2782173913043478,14821.4,14607.9,7.4
11/1/2019,257.788,3.695,3.6,8517.5770500000000000,14885.9,14667.6,7.5
12/1/2019,258.263,3.72,3.6,8778.5914761904761905,14844.1,14686.3,7.3
1/1/2020,258.682,3.624,3.5,9233.3599047619047619,14976.5,14769.9,7.8
2/1/2020,259.007,3.465,3.5,9418.8501052631578947,15068.8,14785.1,8.3
3/1/2020,258.165,3.45,4.4,7772.2051363636363636,14844,13762.2,13.1
4/1/2020,256.094,3.306,14.7,8292.4077619047619048,17170.7,12021.8,33.8
5/1/2020,255.944,3.2325,13.2,9105.6556500000000000,16333,13058.1,24.8
6/1/2020,257.217,3.1625,11,9839.9709545454545455,16057.3,13889.3,19.3
7/1/2020,258.543,3.016,10.2,10499.862909090909,16151.9,14129.2,18.7
8/1/2020,259.58,2.935,8.4,11212.290380952381,15553.9,14270.5,15
9/1/2020,260.19,2.89,7.9,11088.679523809524,15643.4,14481.7,14.3
10/1/2020,260.352,2.834,6.9,11435.233863636364,15568.4,14546,13.6
11/1/2020,260.721,2.765,6.7,11794.461306650000,15366.5,14467.3,13
12/1/2020,261.564,2.684,6.7,12619.050909090909,15393.8,14389.5,14
1/1/2021,262.2,2.735,6.4,13186.605789473684,16988.6,14857.9,19.9
2/1/2021,263.346,2.81,6.2,13737.403684210526,15548.2,14699.6,13.5
3/1/2021,265.028,3.0825,6,13168.811304347826,19119.5,15458.9,26.6
4/1/2021,266.727,3.06,6,13900.438095238095,16146.9,15618.7,12.6
5/1/2021,268.599,2.9625,5.8,13517.682500000000,15669.5,15624.4,10.4
6/1/2021,270.955,2.975,5.9,14097.169090909091,15603.3,15802,9.5
7/1/2021,272.184,2.868,5.4,14639.072857142857,15735.2,15814.9,10.5
8/1/2021,273.092,2.8425,5.2,14856.517727272727,15720,15991.1,9.8
9/1/2021,274.214,2.9,4.7,15023.538571428571,15466.3,16088.9,8.1
10/1/2021,276.59,3.0675,4.6,14879.012380952381,15472.4,16309.5,7.5
11/1/2021,278.524,3.0675,4.2,15814.932857142857,15470.8,16390.9,7.6
12/1/2021,280.126,3.098,3.9,15474.431818181818,15442.7,16242.3,8.7
1/1/2022,281.933,3.445,4,14531.377500000000,15163.5,16543.3,5.8
2/1/2022,284.182,3.7625,3.8,13898.727894736842,15173.6,16635.8,5.8
3/1/2022,287.708,4.172,3.6,13623.263043478261,15119.6,16831.2,5.3
4/1/2022,288.663,4.9825,3.6,13394.163000000000,15154.4,16911.2,5.2
5/1/2022,291.474,5.23,3.6,11829.729523809524,15144.8,16954.5,5.4
